Name	En	Exp	Diff	Rec Combat	Stamina		SB Reward 5-1	SB#5-1	SB Reward 5-2	SB#5-2	SB Reward 5-3	SB#5-3	SB Reward 5-4	SB#5-4	SB Reward 5-5	SB#5-5	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Dungeon1	Dungeon2	Dungeon3	Dungeon4	Dungeon5	Dungeon6	Tower1	T#1	Tower2	T#2	Tower3	T#3	Tower4	T#4	Tower5	T#5	FDJP1	FDJP2	FDJP3	FDJP4	FDEN1	FDEN2	FDEN3	FDEN4	Fake News	Limited	Training Quest Name	Training Quest Name_EN	Quest Type	Score Battle ID
師匠に会いに行こう・３	Let's Go See Master 3	1340	Hard	8850	10		Cole	1120	Funny Plant	8	Purumuru	4					#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A									-100				2	5-1
師匠の代わりに・２	In Master's Stead 2	1360	Hard	9000	10		Cole	1130	Sour Fruit	8	Zafloa Oil	4					#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A									-100				2	5-2
湖で素材集め・２	Gathering at the Lake 2	1380	Hard	9200	10		Cole	1140	Eicheloa	8	Purumuru	4					#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A									-100				2	5-3
火山のヌシ	Volcano Lord	1400	Hard	9300	10		Cole	1150	Heine Flamestone	8	Zafloa Oil	4					#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A									-100				2	5-4
師匠に会いに行こう・３	Let's Go See Master 3	1570	Very Hard	10900	10		Cole	1270	Funny Plant	8	Purumuru	8	Sparkling Sand	3			#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A									-100				2	5-1
師匠の代わりに・２	In Master's Stead 2	1580	Very Hard	11000	10		Cole	1280	Sour Fruit	8	Zafloa Oil	8	Graceful Lady	3			#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A									-100				2	5-2
湖で素材集め・２	Gathering at the Lake 2	1590	Very Hard	11100	10		Cole	1290	Eicheloa	8	Purumuru	8	Sparkling Sand	3			#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A									-100				2	5-3
火山のヌシ	Volcano Lord	1600	Very Hard	11300	10		Cole	1300	Heine Flamestone	8	Zafloa Oil	8	Graceful Lady	3			#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A							#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A									-100				2	5-4
風薫る水辺[危険度：I]	Breezy Waterfront [Danger Level: I]	0		2600	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Sardine	Butterfly Fish	Nameless Grass	Dry Grass	Plant Essence	Crackling Water	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+30%	WEAK攻撃時、スキルダメージ+30%		Critical chance +50% for all allies	Unique Translations 230	When attacking weakness, Skill damage +30%		-100				3	
風薫る水辺[危険度：II]	Breezy Waterfront [Danger Level: II]	0		3100	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Sardine	Butterfly Fish	Nameless Grass	Dry Grass	Plant Essence	Crackling Water	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+30%	WEAK攻撃時、スキルダメージ+30%		Critical chance +50% for all allies	Unique Translations 230	When attacking weakness, Skill damage +30%		-100				3	
風薫る水辺[危険度：III]	Breezy Waterfront [Danger Level: III]	0		3750	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Butterfly Fish	Balloon Fish	Dry Grass	Hiding Cloud	Crackling Water	Dark Dew	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+60%	WEAK攻撃時、スキルダメージ+50%		Critical chance +50% for all allies	Unique Translations 232	When attacking weakness, Skill damage +50%		-100				3	
風薫る水辺[危険度：IV]	Breezy Waterfront [Danger Level: IV]	0		4600	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Butterfly Fish	Balloon Fish	Dry Grass	Hiding Cloud	Crackling Water	Dark Dew	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+60%	WEAK攻撃時、スキルダメージ+50%		Critical chance +50% for all allies	Unique Translations 232	When attacking weakness, Skill damage +50%		-100				3	
風薫る水辺[危険度：V]	Breezy Waterfront [Danger Level: V]	0		5500	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Balloon Fish	Lake Master	Hiding Cloud	Gomphrena	Dark Dew	Tempting Sap	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+90%	WEAK攻撃時、スキルダメージ+75%		Critical chance +50% for all allies	Unique Translations 234	When attacking weakness, Skill damage +75%		-100				3	
風薫る水辺[危険度：VI]	Breezy Waterfront [Danger Level: VI]	0		6500	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Balloon Fish	Lake Master	Hiding Cloud	Gomphrena	Dark Dew	Tempting Sap	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+90%	WEAK攻撃時、スキルダメージ+75%		Critical chance +50% for all allies	Unique Translations 234	When attacking weakness, Skill damage +75%		-100				3	
風薫る水辺[危険度：VII]	Breezy Waterfront [Danger Level: VII]	0		7200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Balloon Fish	Lake Master	Hiding Cloud	Gomphrena	Dark Dew	Tempting Sap	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+90%	WEAK攻撃時、スキルダメージ+75%		Critical chance +50% for all allies	Unique Translations 234	When attacking weakness, Skill damage +75%		-100				3	
風薫る水辺[危険度：VIII]	Breezy Waterfront [Danger Level: VIII]	0		8000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Balloon Fish	Lake Master	Hiding Cloud	Gomphrena	Dark Dew	Tempting Sap	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+90%	WEAK攻撃時、スキルダメージ+75%		Critical chance +50% for all allies	Unique Translations 234	When attacking weakness, Skill damage +75%		-100				3	
風薫る水辺[危険度：IX]	Breezy Waterfront [Danger Level: IX]	0		8900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Balloon Fish	Lake Master	Hiding Cloud	Gomphrena	Dark Dew	Tempting Sap	Gems	50									味方全員クリティカル確率+50%	敵がブレイク状態の時、スキルダメージ+90%	WEAK攻撃時、スキルダメージ+75%		Critical chance +50% for all allies	Unique Translations 234	When attacking weakness, Skill damage +75%		-100				3	
浮花の園[危険度：I]	Floating Flower Garden [Danger Level: I]	0		3300	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Plant Essence	Zapping Water	Helmeted Grasshopper	Killer Bee	Nameless Grass	Poison Grass	Gems	50									自身のHPが70%以上の時、スキルダメージ+20%	敵が麻痺状態の時、スキルダメージ+30%	WEAK攻撃時、バーストスキルダメージ+30%		Skill damage +20% if your HP is 70% or higher	Unique Translations 237	When attacking weakness, Burst skill damage +30%		-100				3	
浮花の園[危険度：II]	Floating Flower Garden [Danger Level: II]	0		4100	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Plant Essence	Zapping Water	Helmeted Grasshopper	Killer Bee	Nameless Grass	Poison Grass	Gems	50									自身のHPが70%以上の時、スキルダメージ+20%	敵が麻痺状態の時、スキルダメージ+30%	WEAK攻撃時、バーストスキルダメージ+30%		Skill damage +20% if your HP is 70% or higher	Unique Translations 237	When attacking weakness, Burst skill damage +30%		-100				3	
浮花の園[危険度：III]	Floating Flower Garden [Danger Level: III]	0		4900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Zapping Water	Black Water	Killer Bee	Chestnut Weevil	Poison Grass	Lotus	Gems	50									自身のHPが70%以上の時、スキルダメージ+30%	敵が麻痺状態の時、スキルダメージ+45%	WEAK攻撃時、バーストスキルダメージ+50%		Skill damage +30% if your HP is 70% or higher	Unique Translations 240	When attacking weakness, Burst skill damage +50%		-100				3	
浮花の園[危険度：IV]	Floating Flower Garden [Danger Level: IV]	0		5900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Zapping Water	Black Water	Killer Bee	Chestnut Weevil	Poison Grass	Lotus	Gems	50									自身のHPが70%以上の時、スキルダメージ+30%	敵が麻痺状態の時、スキルダメージ+45%	WEAK攻撃時、バーストスキルダメージ+50%		Skill damage +30% if your HP is 70% or higher	Unique Translations 240	When attacking weakness, Burst skill damage +50%		-100				3	
浮花の園[危険度：V]	Floating Flower Garden [Danger Level: V]	0		6800	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Black Water	Liquid Crystal	Chestnut Weevil	Lunar Locust	Lotus	Esplante	Gems	50									自身のHPが70%以上の時、スキルダメージ+40%	敵が麻痺状態の時、スキルダメージ+60%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +40% if your HP is 70% or higher	Unique Translations 243	When attacking weakness, Burst skill damage +75%		-100				3	
浮花の園[危険度：VI]	Floating Flower Garden [Danger Level: VI]	0		7500	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Black Water	Liquid Crystal	Chestnut Weevil	Lunar Locust	Lotus	Esplante	Gems	50									自身のHPが70%以上の時、スキルダメージ+40%	敵が麻痺状態の時、スキルダメージ+60%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +40% if your HP is 70% or higher	Unique Translations 243	When attacking weakness, Burst skill damage +75%		-100				3	
浮花の園[危険度：VII]	Floating Flower Garden [Danger Level: VII]	0		8400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Black Water	Liquid Crystal	Chestnut Weevil	Lunar Locust	Lotus	Esplante	Gems	50									自身のHPが70%以上の時、スキルダメージ+40%	敵が麻痺状態の時、スキルダメージ+60%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +40% if your HP is 70% or higher	Unique Translations 243	When attacking weakness, Burst skill damage +75%		-100				3	
浮花の園[危険度：VIII]	Floating Flower Garden [Danger Level: VIII]	0		9200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Black Water	Liquid Crystal	Chestnut Weevil	Lunar Locust	Lotus	Esplante	Gems	50									自身のHPが70%以上の時、スキルダメージ+40%	敵が麻痺状態の時、スキルダメージ+60%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +40% if your HP is 70% or higher	Unique Translations 243	When attacking weakness, Burst skill damage +75%		-100				3	
浮花の園[危険度：IX]	Floating Flower Garden [Danger Level: IX]	0		9900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Black Water	Liquid Crystal	Chestnut Weevil	Lunar Locust	Lotus	Esplante	Gems	50									自身のHPが70%以上の時、スキルダメージ+40%	敵が麻痺状態の時、スキルダメージ+60%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +40% if your HP is 70% or higher	Unique Translations 243	When attacking weakness, Burst skill damage +75%		-100				3	
きらめく裂け目[危険度：I]	Sparkling Rift [Danger Level: I]	0		3900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Honeypot Ant	Bitter Worm	Ashen Sand	Emerald Glass	Fest	Quake Crystal	Gems	50									全体攻撃スキルダメージ+10%	全体攻撃ブレイクダメージ+10%	WEAK攻撃時、スキルダメージ+30%		Area skill damage +10%	Area break damage +10%	When attacking weakness, Skill damage +30%		-100				3	
きらめく裂け目[危険度：II]	Sparkling Rift [Danger Level: II]	0		4700	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Honeypot Ant	Bitter Worm	Ashen Sand	Emerald Glass	Fest	Quake Crystal	Gems	50									全体攻撃スキルダメージ+10%	全体攻撃ブレイクダメージ+10%	WEAK攻撃時、スキルダメージ+30%		Area skill damage +10%	Area break damage +10%	When attacking weakness, Skill damage +30%		-100				3	
きらめく裂け目[危険度：III]	Sparkling Rift [Danger Level: III]	0		5700	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Bitter Worm	Ingot Bug	Emerald Glass	Holy Arbor Branch	Quake Crystal	Metal Ore	Gems	50									全体攻撃スキルダメージ+20%	全体攻撃ブレイクダメージ+20%	WEAK攻撃時、スキルダメージ+50%		Area skill damage +20%	Area break damage +20%	When attacking weakness, Skill damage +50%		-100				3	
きらめく裂け目[危険度：IV]	Sparkling Rift [Danger Level: IV]	0		6600	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Bitter Worm	Ingot Bug	Emerald Glass	Holy Arbor Branch	Quake Crystal	Metal Ore	Gems	50									全体攻撃スキルダメージ+20%	全体攻撃ブレイクダメージ+20%	WEAK攻撃時、スキルダメージ+50%		Area skill damage +20%	Area break damage +20%	When attacking weakness, Skill damage +50%		-100				3	
きらめく裂け目[危険度：V]	Sparkling Rift [Danger Level: V]	0		7400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ingot Bug	Lapis Papillion	Holy Arbor Branch	Holy Arbor Crystal	Metal Ore	Goldinite	Gems	50									全体攻撃スキルダメージ+30%	全体攻撃ブレイクダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Area skill damage +30%	Area break damage +30%	When attacking weakness, Skill damage +75%		-100				3	
きらめく裂け目[危険度：VI]	Sparkling Rift [Danger Level: VI]	0		8200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ingot Bug	Lapis Papillion	Holy Arbor Branch	Holy Arbor Crystal	Metal Ore	Goldinite	Gems	50									全体攻撃スキルダメージ+30%	全体攻撃ブレイクダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Area skill damage +30%	Area break damage +30%	When attacking weakness, Skill damage +75%		-100				3	
きらめく裂け目[危険度：VII]	Sparkling Rift [Danger Level: VII]	0		9000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ingot Bug	Lapis Papillion	Holy Arbor Branch	Holy Arbor Crystal	Metal Ore	Goldinite	Gems	50									全体攻撃スキルダメージ+30%	全体攻撃ブレイクダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Area skill damage +30%	Area break damage +30%	When attacking weakness, Skill damage +75%		-100				3	
きらめく裂け目[危険度：VIII]	Sparkling Rift [Danger Level: VIII]	0		9800	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ingot Bug	Lapis Papillion	Holy Arbor Branch	Holy Arbor Crystal	Metal Ore	Goldinite	Gems	50									全体攻撃スキルダメージ+30%	全体攻撃ブレイクダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Area skill damage +30%	Area break damage +30%	When attacking weakness, Skill damage +75%		-100				3	
きらめく裂け目[危険度：IX]	Sparkling Rift [Danger Level: IX]	0		10400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Ingot Bug	Lapis Papillion	Holy Arbor Branch	Holy Arbor Crystal	Metal Ore	Goldinite	Gems	50									全体攻撃スキルダメージ+30%	全体攻撃ブレイクダメージ+30%	WEAK攻撃時、スキルダメージ+75%		Area skill damage +30%	Area break damage +30%	When attacking weakness, Skill damage +75%		-100				3	
深淵の花園[危険度：I]	Abyss Flower Garden [Danger Level: I]	0		4700	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Blue Clover	Sweet Leaf	Honeypot Ant	Star Ladybug	Fest	Stim Stone	Gems	50									敵が毒状態の時、スキルダメージ+30%	味方単体への与えるHP回復量+10%	WEAK攻撃時、バーストスキルダメージ+30%		Skill damage +30% against poisoned enemies	Single target HP recovery +10%	When attacking weakness, Burst skill damage +30%		-100				3	
深淵の花園[危険度：II]	Abyss Flower Garden [Danger Level: II]	0		5700	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Blue Clover	Sweet Leaf	Honeypot Ant	Star Ladybug	Fest	Stim Stone	Gems	50									敵が毒状態の時、スキルダメージ+30%	味方単体への与えるHP回復量+10%	WEAK攻撃時、バーストスキルダメージ+30%		Skill damage +30% against poisoned enemies	Single target HP recovery +10%	When attacking weakness, Burst skill damage +30%		-100				3	
深淵の花園[危険度：III]	Abyss Flower Garden [Danger Level: III]	0		6600	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Sweet Leaf	Lucky Clover	Star Ladybug	Baby Wyrm	Stim Stone	Mordenite	Gems	50									敵が毒状態の時、スキルダメージ+45%	味方単体への与えるHP回復量+20%	WEAK攻撃時、バーストスキルダメージ+50%		Skill damage +45% against poisoned enemies	Single target HP recovery +20%	When attacking weakness, Burst skill damage +50%		-100				3	
深淵の花園[危険度：IV]	Abyss Flower Garden [Danger Level: IV]	0		7400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Sweet Leaf	Lucky Clover	Star Ladybug	Baby Wyrm	Stim Stone	Mordenite	Gems	50									敵が毒状態の時、スキルダメージ+45%	味方単体への与えるHP回復量+20%	WEAK攻撃時、バーストスキルダメージ+50%		Skill damage +45% against poisoned enemies	Single target HP recovery +20%	When attacking weakness, Burst skill damage +50%		-100				3	
深淵の花園[危険度：V]	Abyss Flower Garden [Danger Level: V]	0		8200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Lucky Clover	Glow Grass	Baby Wyrm	Amber Fly	Mordenite	Black Ore	Gems	50									敵が毒状態の時、スキルダメージ+60%	味方単体への与えるHP回復量+30%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +60% against poisoned enemies	Single target HP recovery +30%	When attacking weakness, Burst skill damage +75%		-100				3	
深淵の花園[危険度：VI]	Abyss Flower Garden [Danger Level: VI]	0		9000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Lucky Clover	Glow Grass	Baby Wyrm	Amber Fly	Mordenite	Black Ore	Gems	50									敵が毒状態の時、スキルダメージ+60%	味方単体への与えるHP回復量+30%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +60% against poisoned enemies	Single target HP recovery +30%	When attacking weakness, Burst skill damage +75%		-100				3	
深淵の花園[危険度：VII]	Abyss Flower Garden [Danger Level: VII]	0		9800	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Lucky Clover	Glow Grass	Baby Wyrm	Amber Fly	Mordenite	Black Ore	Gems	50									敵が毒状態の時、スキルダメージ+60%	味方単体への与えるHP回復量+30%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +60% against poisoned enemies	Single target HP recovery +30%	When attacking weakness, Burst skill damage +75%		-100				3	
深淵の花園[危険度：VIII]	Abyss Flower Garden [Danger Level: VIII]	0		10400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Lucky Clover	Glow Grass	Baby Wyrm	Amber Fly	Mordenite	Black Ore	Gems	50									敵が毒状態の時、スキルダメージ+60%	味方単体への与えるHP回復量+30%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +60% against poisoned enemies	Single target HP recovery +30%	When attacking weakness, Burst skill damage +75%		-100				3	
深淵の花園[危険度：IX]	Abyss Flower Garden [Danger Level: IX]	0		11000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Lucky Clover	Glow Grass	Baby Wyrm	Amber Fly	Mordenite	Black Ore	Gems	50									敵が毒状態の時、スキルダメージ+60%	味方単体への与えるHP回復量+30%	WEAK攻撃時、バーストスキルダメージ+75%		Skill damage +60% against poisoned enemies	Single target HP recovery +30%	When attacking weakness, Burst skill damage +75%		-100				3	
花咲ヶ浜[危険度：I]	Hanasaki Beach [Danger Level: I]	0		5900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Seriole	Exofish	Eiche	Palma	Snow Stone	Blue Steel Stone	Gems	50									斬属性スキルダメージ+20%	風属性ブレイクダメージ+20%	WEAK攻撃時、スキルダメージ+30%		Slash skill damage +20%	Wind break damage +20%	When attacking weakness, Skill damage +30%		-100				3	
花咲ヶ浜[危険度：II]	Hanasaki Beach [Danger Level: II]	0		6800	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Seriole	Exofish	Eiche	Palma	Snow Stone	Blue Steel Stone	Gems	50									斬属性スキルダメージ+20%	風属性ブレイクダメージ+20%	WEAK攻撃時、スキルダメージ+30%		Slash skill damage +20%	Wind break damage +20%	When attacking weakness, Skill damage +30%		-100				3	
花咲ヶ浜[危険度：III]	Hanasaki Beach [Danger Level: III]	0		7500	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Exofish	Worm Fish	Palma	Palma Fruit	Blue Steel Stone	Amber Crystal	Gems	50									斬属性スキルダメージ+30%	風属性ブレイクダメージ+30%	WEAK攻撃時、スキルダメージ+50%		Slash skill damage +30%	Wind break damage +30%	When attacking weakness, Skill damage +50%		-100				3	
花咲ヶ浜[危険度：IV]	Hanasaki Beach [Danger Level: IV]	0		8400	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Exofish	Worm Fish	Palma	Palma Fruit	Blue Steel Stone	Amber Crystal	Gems	50									斬属性スキルダメージ+30%	風属性ブレイクダメージ+30%	WEAK攻撃時、スキルダメージ+50%		Slash skill damage +30%	Wind break damage +30%	When attacking weakness, Skill damage +50%		-100				3	
花咲ヶ浜[危険度：V]	Hanasaki Beach [Danger Level: V]	0		9200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Worm Fish	Mace Fish	Palma Fruit	Nectar Fruit	Amber Crystal	Eternal Crystal	Gems	50									斬属性スキルダメージ+40%	風属性ブレイクダメージ+40%	WEAK攻撃時、スキルダメージ+75%		Slash skill damage +40%	Wind break damage +40%	When attacking weakness, Skill damage +75%		-100				3	
花咲ヶ浜[危険度：VI]	Hanasaki Beach [Danger Level: VI]	0		9900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Worm Fish	Mace Fish	Palma Fruit	Nectar Fruit	Amber Crystal	Eternal Crystal	Gems	50									斬属性スキルダメージ+40%	風属性ブレイクダメージ+40%	WEAK攻撃時、スキルダメージ+75%		Slash skill damage +40%	Wind break damage +40%	When attacking weakness, Skill damage +75%		-100				3	
花咲ヶ浜[危険度：VII]	Hanasaki Beach [Danger Level: VII]	0		10550	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Worm Fish	Mace Fish	Palma Fruit	Nectar Fruit	Amber Crystal	Eternal Crystal	Gems	50									斬属性スキルダメージ+40%	風属性ブレイクダメージ+40%	WEAK攻撃時、スキルダメージ+75%		Slash skill damage +40%	Wind break damage +40%	When attacking weakness, Skill damage +75%		-100				3	
花咲ヶ浜[危険度：VIII]	Hanasaki Beach [Danger Level: VIII]	0		11100	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Worm Fish	Mace Fish	Palma Fruit	Nectar Fruit	Amber Crystal	Eternal Crystal	Gems	50									斬属性スキルダメージ+40%	風属性ブレイクダメージ+40%	WEAK攻撃時、スキルダメージ+75%		Slash skill damage +40%	Wind break damage +40%	When attacking weakness, Skill damage +75%		-100				3	
花咲ヶ浜[危険度：IX]	Hanasaki Beach [Danger Level: IX]	0		11900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Worm Fish	Mace Fish	Palma Fruit	Nectar Fruit	Amber Crystal	Eternal Crystal	Gems	50									斬属性スキルダメージ+40%	風属性ブレイクダメージ+40%	WEAK攻撃時、スキルダメージ+75%		Slash skill damage +40%	Wind break damage +40%	When attacking weakness, Skill damage +75%		-100				3	
小滝岩場[危険度：I]	Kotaki Cliffs [Danger Level: I]	0		6500	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Eiche	Dried Lumber	Seriole	Spikey	Clean Water	Lakebottom Water	Gems	50									火属性スキルダメージ+20%	突属性ブレイクダメージ+20%	WEAK攻撃時、バーストスキルダメージ+30%		Fire skill damage +20%	Pierce break damage +20%	When attacking weakness, Burst skill damage +30%		-100				3	
小滝岩場[危険度：II]	Kotaki Cliffs [Danger Level: II]	0		7200	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Eiche	Dried Lumber	Seriole	Spikey	Clean Water	Lakebottom Water	Gems	50									火属性スキルダメージ+20%	突属性ブレイクダメージ+20%	WEAK攻撃時、バーストスキルダメージ+30%		Fire skill damage +20%	Pierce break damage +20%	When attacking weakness, Burst skill damage +30%		-100				3	
小滝岩場[危険度：III]	Kotaki Cliffs [Danger Level: III]	0		8000	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dried Lumber	Palma Bark	Spikey	Rapier Fish	Lakebottom Water	Nectar Springwater	Gems	50									火属性スキルダメージ+30%	突属性ブレイクダメージ+30%	WEAK攻撃時、バーストスキルダメージ+50%		Fire skill damage +30%	Pierce break damage +30%	When attacking weakness, Burst skill damage +50%		-100				3	
小滝岩場[危険度：IV]	Kotaki Cliffs [Danger Level: IV]	0		8900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Dried Lumber	Palma Bark	Spikey	Rapier Fish	Lakebottom Water	Nectar Springwater	Gems	50									火属性スキルダメージ+30%	突属性ブレイクダメージ+30%	WEAK攻撃時、バーストスキルダメージ+50%		Fire skill damage +30%	Pierce break damage +30%	When attacking weakness, Burst skill damage +50%		-100				3	
小滝岩場[危険度：V]	Kotaki Cliffs [Danger Level: V]	0		9600	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Palma Bark	Evihibrow	Rapier Fish	Sawe Fish	Nectar Springwater	Ancient Blue Water	Gems	50									火属性スキルダメージ+40%	突属性ブレイクダメージ+40%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Pierce break damage +40%	When attacking weakness, Burst skill damage +75%		-100				3	
小滝岩場[危険度：VI]	Kotaki Cliffs [Danger Level: VI]	0		10300	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Palma Bark	Evihibrow	Rapier Fish	Sawe Fish	Nectar Springwater	Ancient Blue Water	Gems	50									火属性スキルダメージ+40%	突属性ブレイクダメージ+40%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Pierce break damage +40%	When attacking weakness, Burst skill damage +75%		-100				3	
小滝岩場[危険度：VII]	Kotaki Cliffs [Danger Level: VII]	0		10900	30												#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	Palma Bark	Evihibrow	Rapier Fish	Sawe Fish	Nectar Springwater	Ancient Blue Water	Gems	50									火属性スキルダメージ+40%	突属性ブレイクダメージ+40%	WEAK攻撃時、バーストスキルダメージ+75%		Fire skill damage +40%	Pierce break damage +40%	When attacking weakness, Burst skill damage +75%		-100				3	
